Image Name,Deposit,OpenJoint,Washing,Spalling,Deformation,AttachedDeposit,Nothing
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (20).jpg,1,1,1,0,1,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (21).jpg,1,1,1,0,1,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (22).jpg,1,1,1,0,1,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (23).jpg,1,1,1,0,1,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (24).jpg,1,1,1,0,1,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (42).jpg,0,1,0,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (25).jpg,1,1,1,0,1,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (26).jpg,1,1,1,0,1,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (27).jpg,1,1,1,0,1,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (28).jpg,1,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (29).jpg,0,0,0,0,0,0,1
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (3).jpg,1,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (30).jpg,1,1,0,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (31).jpg,0,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (32).jpg,0,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (33).jpg,1,1,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (43).jpg,0,1,0,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (34).jpg,1,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (35).jpg,1,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (36).jpg,1,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (37).jpg,1,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (38).jpg,1,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (39).jpg,1,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (4).jpg,1,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (40).jpg,1,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (41).jpg,1,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (42).jpg,1,1,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (44).jpg,0,1,0,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (5).jpg,1,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (6).jpg,1,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (7).jpg,1,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (8).jpg,1,1,1,0,0,0,0
14_Joints_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0060 (9).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (10).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (100).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (101).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (102).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (103).jpg,1,0,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (45).jpg,0,1,0,1,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (104).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (105).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (106).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (107).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (108).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (109).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (11).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (110).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (111).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (112).jpg,1,0,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (46).jpg,0,1,0,1,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (113).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (114).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (115).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (116).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (117).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (118).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (119).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (12).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (120).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (121).jpg,1,0,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (47).jpg,0,0,0,1,1,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (122).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (123).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (124).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (125).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (126).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (127).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (128).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (129).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (13).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (130).jpg,1,0,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (48).jpg,0,1,0,1,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (131).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (132).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (133).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (134).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (135).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (136).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (137).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (138).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (139).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (14).jpg,1,0,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (49).jpg,0,1,0,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (140).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (141).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (142).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (143).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (144).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (145).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (146).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (147).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (148).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (149).jpg,1,1,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (5).jpg,1,1,0,0,1,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (15).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (150).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (151).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (152).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (153).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (154).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (155).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (156).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (157).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (158).jpg,1,1,0,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (1).jpg,1,1,0,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (50).jpg,0,1,0,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (159).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (16).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (160).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (161).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (162).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (163).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (164).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (165).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (166).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (167).jpg,1,1,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (51).jpg,0,1,0,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (168).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (169).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (17).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (170).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (171).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (172).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (173).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (174).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (175).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (176).jpg,1,1,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (52).jpg,0,1,0,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (177).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (178).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (179).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (18).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (180).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (181).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (182).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (183).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (184).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (185).jpg,1,1,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (53).jpg,0,1,0,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (186).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (187).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (188).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (189).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (19).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (190).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (191).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (192).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (193).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (194).jpg,1,1,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (54).jpg,0,1,0,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (195).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (196).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (197).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (198).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (199).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (20).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (200).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (201).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (202).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (203).jpg,1,1,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (55).jpg,1,1,0,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (204).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (205).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (206).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (207).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (208).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (209).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (21).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (210).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (211).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (212).jpg,1,0,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (56).jpg,1,1,0,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (213).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (214).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (215).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (216).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (217).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (218).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (219).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (22).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (220).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (221).jpg,1,1,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (57).jpg,1,1,0,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (222).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (223).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (224).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (225).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (226).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (227).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (228).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (229).jpg,1,0,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (23).jpg,1,1,1,0,1,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (230).jpg,1,1,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (58).jpg,1,1,0,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (231).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (232).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (233).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (234).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (235).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (236).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (237).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (238).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (239).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (24).jpg,1,1,1,0,1,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (59).jpg,1,0,0,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (240).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (241).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (242).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (243).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (244).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (245).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (246).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (247).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (248).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (249).jpg,1,1,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (10).jpg,1,0,0,0,1,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (6).jpg,1,1,0,0,1,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (25).jpg,1,1,1,0,1,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (250).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (251).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (252).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (253).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (254).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (255).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (256).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (257).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (258).jpg,1,1,1,0,0,0,0
10_Joints_L1.P27.M285-L1.P27.M286_2018.01.08_D 068 (60).jpg,1,0,0,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (259).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (26).jpg,1,1,1,0,1,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (260).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (261).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (262).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (263).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (264).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (265).jpg,1,1,1,0,0,0,0
14_Washing_L1.P27.M292-L1.P27.M292.1_2018.06.21_D 0131 (266).jpg,1,1,1,0,0,0,0
